NIC statistics:
     tx_1_xdp_frames: 0
     tx_2_pkts: 0
     tx_2_bytes: 0
     tx_2_clean: 0
     tx_2_dma_map_err: 0
     tx_2_linearize: 0
     tx_2_tso: 0
     tx_2_tso_bytes: 0
     tx_2_hwstamp_valid: 0
     tx_2_hwstamp_invalid: 0
     tx_2_xdp_frames: 0
     tx_3_pkts: 0
     tx_3_bytes: 0
     tx_3_clean: 0
     tx_3_dma_map_err: 0
     tx_3_linearize: 0
     tx_3_tso: 0
     tx_3_tso_bytes: 0
     tx_3_hwstamp_valid: 0
     tx_3_hwstamp_invalid: 0
     tx_3_xdp_frames: 0
     tx_4_pkts: 0
     tx_4_bytes: 0
     tx_4_clean: 0
     tx_4_dma_map_err: 0
     tx_4_linearize: 0
     tx_4_tso: 0
     tx_4_tso_bytes: 0
     tx_4_hwstamp_valid: 0
     tx_4_hwstamp_invalid: 0
     tx_4_xdp_frames: 0
     tx_5_pkts: 0
     tx_5_bytes: 0
     tx_5_clean: 0
     tx_5_dma_map_err: 0
     tx_5_linearize: 0
     tx_5_tso: 0
     tx_5_tso_bytes: 0
     tx_5_hwstamp_valid: 0
     tx_5_hwstamp_invalid: 0
     tx_5_xdp_frames: 0
     tx_6_pkts: 0
     tx_6_bytes: 0
     tx_6_clean: 0
     tx_6_dma_map_err: 0
     tx_6_linearize: 0
     tx_6_tso: 0
     tx_6_tso_bytes: 0
     tx_6_hwstamp_valid: 0
     tx_6_hwstamp_invalid: 0
     tx_6_xdp_frames: 0
     tx_7_pkts: 0
     tx_7_bytes: 0
     tx_7_clean: 0
     tx_7_dma_map_err: 0
     tx_7_linearize: 0
     tx_7_tso: 0
     tx_7_tso_bytes: 0
     tx_7_hwstamp_valid: 0
     tx_7_hwstamp_invalid: 0
     tx_7_xdp_frames: 0
     tx_8_pkts: 0
     tx_8_bytes: 0
     tx_8_clean: 0
     tx_8_dma_map_err: 0
     tx_8_linearize: 0
     tx_8_tso: 0
     tx_8_tso_bytes: 0
     tx_8_hwstamp_valid: 0
     tx_8_hwstamp_invalid: 0
     tx_8_xdp_frames: 0
     tx_9_pkts: 0
     tx_9_bytes: 0
     tx_9_clean: 0
     tx_9_dma_map_err: 0
     tx_9_linearize: 0
     tx_9_tso: 0
     tx_9_tso_bytes: 0
     tx_9_hwstamp_valid: 0
     tx_9_hwstamp_invalid: 0
     tx_9_xdp_frames: 0
     tx_10_pkts: 0
     tx_10_bytes: 0
     tx_10_clean: 0
     tx_10_dma_map_err: 0
     tx_10_linearize: 0
     tx_10_tso: 0
     tx_10_tso_bytes: 0
     tx_10_hwstamp_valid: 0
     tx_10_hwstamp_invalid: 0
     tx_10_xdp_frames: 0
     tx_11_pkts: 0
     tx_11_bytes: 0
     tx_11_clean: 0
     tx_11_dma_map_err: 0
     tx_11_linearize: 0
     tx_11_tso: 0
     tx_11_tso_bytes: 0
     tx_11_hwstamp_valid: 0
     tx_11_hwstamp_invalid: 0
     tx_11_xdp_frames: 0
     tx_12_pkts: 26
     tx_12_bytes: 3300
     tx_12_clean: 26
     tx_12_dma_map_err: 0
     tx_12_linearize: 0
     tx_12_tso: 0
     tx_12_tso_bytes: 0
     tx_12_hwstamp_valid: 0
     tx_12_hwstamp_invalid: 0
     tx_12_xdp_frames: 0
     tx_13_pkts: 2
     tx_13_bytes: 220
     tx_13_clean: 2
     tx_13_dma_map_err: 0
     tx_13_linearize: 0
     tx_13_tso: 0
     tx_13_tso_bytes: 0
     tx_13_hwstamp_valid: 0
     tx_13_hwstamp_invalid: 0
     tx_13_xdp_frames: 0
     tx_14_pkts: 0
     tx_14_bytes: 0
     tx_14_clean: 0
     tx_14_dma_map_err: 0
     tx_14_linearize: 0
     tx_14_tso: 0
     tx_14_tso_bytes: 0
     tx_14_hwstamp_valid: 0
     tx_14_hwstamp_invalid: 0
     tx_14_xdp_frames: 0
     tx_15_pkts: 1
     tx_15_bytes: 86
     tx_15_clean: 1
     tx_15_dma_map_err: 0
     tx_15_linearize: 0
     tx_15_tso: 0
     tx_15_tso_bytes: 0
     tx_15_hwstamp_valid: 0
     tx_15_hwstamp_invalid: 0
     tx_15_xdp_frames: 0
     rx_0_pkts: 1940045
     rx_0_bytes: 130393807
     rx_0_dma_map_err: 0
     rx_0_alloc_err: 0
     rx_0_csum_error: 0
     rx_0_hwstamp_valid: 0
     rx_0_hwstamp_invalid: 0
     rx_0_dropped: 0
     rx_0_cache_full: 0
     rx_0_cache_empty: 2043
     rx_0_cache_busy: 5
     rx_0_cache_get: 14449
     rx_0_cache_put: 14449
     rx_0_buf_exhausted: 14449
     rx_0_buf_not_reusable: 0
     rx_0_buf_reused: 44934
     rx_0_xdp_drop: 0
     rx_0_xdp_aborted: 0
     rx_0_xdp_pass: 0
     rx_0_xdp_tx: 0
     rx_0_xdp_redirect: 0
     rx_1_pkts: 0
     rx_1_bytes: 0
     rx_1_dma_map_err: 0
     rx_1_alloc_err: 0
     rx_1_csum_error: 0
     rx_1_hwstamp_valid: 0
     rx_1_hwstamp_invalid: 0
     rx_1_dropped: 0
     rx_1_cache_full: 0
     rx_1_cache_empty: 1023
     rx_1_cache_busy: 0
     rx_1_cache_get: 0
     rx_1_cache_put: 0
     rx_1_buf_exhausted: 0
     rx_1_buf_not_reusable: 0
     rx_1_buf_reused: 0
     rx_1_xdp_drop: 0
     rx_1_xdp_aborted: 0
     rx_1_xdp_pass: 0
     rx_1_xdp_tx: 0
     rx_1_xdp_redirect: 0
     rx_2_pkts: 0
     rx_2_bytes: 0
     rx_2_dma_map_err: 0
     rx_2_alloc_err: 0
     rx_2_csum_error: 0
     rx_2_hwstamp_valid: 0
     rx_2_hwstamp_invalid: 0
     rx_2_dropped: 0
     rx_2_cache_full: 0
     rx_2_cache_empty: 1023
     rx_2_cache_busy: 0
     rx_2_cache_get: 0
     rx_2_cache_put: 0
     rx_2_buf_exhausted: 0
     rx_2_buf_not_reusable: 0
     rx_2_buf_reused: 0
     rx_2_xdp_drop: 0
     rx_2_xdp_aborted: 0
     rx_2_xdp_pass: 0
     rx_2_xdp_tx: 0
     rx_2_xdp_redirect: 0
     rx_3_pkts: 257747
     rx_3_bytes: 78768386
     rx_3_dma_map_err: 0
     rx_3_alloc_err: 0
     rx_3_csum_error: 0
     rx_3_hwstamp_valid: 0
     rx_3_hwstamp_invalid: 0
     rx_3_dropped: 0
     rx_3_cache_full: 0
     rx_3_cache_empty: 1885
     rx_3_cache_busy: 163
     rx_3_cache_get: 57605
     rx_3_cache_put: 57609
     rx_3_buf_exhausted: 57609
     rx_3_buf_not_reusable: 0
     rx_3_buf_reused: 174367
     rx_3_xdp_drop: 0
     rx_3_xdp_aborted: 0
     rx_3_xdp_pass: 0
     rx_3_xdp_tx: 0
     rx_3_xdp_redirect: 0
     rx_4_pkts: 68323
     rx_4_bytes: 7714271
     rx_4_dma_map_err: 0
     rx_4_alloc_err: 0
     rx_4_csum_error: 0
     rx_4_hwstamp_valid: 0
     rx_4_hwstamp_invalid: 0
     rx_4_dropped: 0
     rx_4_cache_full: 0
     rx_4_cache_empty: 1024
     rx_4_cache_busy: 0
     rx_4_cache_get: 0
     rx_4_cache_put: 0
     rx_4_buf_exhausted: 0
     rx_4_buf_not_reusable: 0
     rx_4_buf_reused: 0
     rx_4_xdp_drop: 0
     rx_4_xdp_aborted: 0
     rx_4_xdp_pass: 0
     rx_4_xdp_tx: 0
     rx_4_xdp_redirect: 0
     rx_5_pkts: 0
     rx_5_bytes: 0
     rx_5_dma_map_err: 0
     rx_5_alloc_err: 0
     rx_5_csum_error: 0
     rx_5_hwstamp_valid: 0
     rx_5_hwstamp_invalid: 0
     rx_5_dropped: 0
     rx_5_cache_full: 0
     rx_5_cache_empty: 1023
     rx_5_cache_busy: 0
     rx_5_cache_get: 0
     rx_5_cache_put: 0
     rx_5_buf_exhausted: 0
     rx_5_buf_not_reusable: 0
     rx_5_buf_reused: 0
     rx_5_xdp_drop: 0
     rx_5_xdp_aborted: 0
     rx_5_xdp_pass: 0
     rx_5_xdp_tx: 0
     rx_5_xdp_redirect: 0
     rx_6_pkts: 226122
     rx_6_bytes: 26786605
     rx_6_dma_map_err: 0
     rx_6_alloc_err: 0
     rx_6_csum_error: 0
     rx_6_hwstamp_valid: 0
     rx_6_hwstamp_invalid: 0
     rx_6_dropped: 0
     rx_6_cache_full: 0
     rx_6_cache_empty: 1024
     rx_6_cache_busy: 0
     rx_6_cache_get: 0
     rx_6_cache_put: 0
     rx_6_buf_exhausted: 0
     rx_6_buf_not_reusable: 0
     rx_6_buf_reused: 0
     rx_6_xdp_drop: 0
     rx_6_xdp_aborted: 0
     rx_6_xdp_pass: 0
     rx_6_xdp_tx: 0
     rx_6_xdp_redirect: 0
     rx_7_pkts: 185010
     rx_7_bytes: 24027553
     rx_7_dma_map_err: 0
     rx_7_alloc_err: 0
     rx_7_csum_error: 0
     rx_7_hwstamp_valid: 0
     rx_7_hwstamp_invalid: 0
     rx_7_dropped: 0
     rx_7_cache_full: 0
     rx_7_cache_empty: 1024
     rx_7_cache_busy: 0
     rx_7_cache_get: 0
     rx_7_cache_put: 0
     rx_7_buf_exhausted: 0
     rx_7_buf_not_reusable: 0
     rx_7_buf_reused: 0
     rx_7_xdp_drop: 0
     rx_7_xdp_aborted: 0
     rx_7_xdp_pass: 0
     rx_7_xdp_tx: 0
     rx_7_xdp_redirect: 0
     rx_8_pkts: 0
     rx_8_bytes: 0
     rx_8_dma_map_err: 0
     rx_8_alloc_err: 0
     rx_8_csum_error: 0
     rx_8_hwstamp_valid: 0
     rx_8_hwstamp_invalid: 0
     rx_8_dropped: 0
     rx_8_cache_full: 0
     rx_8_cache_empty: 1023
     rx_8_cache_busy: 0
     rx_8_cache_get: 0
     rx_8_cache_put: 0
     rx_8_buf_exhausted: 0
     rx_8_buf_not_reusable: 0
     rx_8_buf_reused: 0
     rx_8_xdp_drop: 0
     rx_8_xdp_aborted: 0
     rx_8_xdp_pass: 0
     rx_8_xdp_tx: 0
     rx_8_xdp_redirect: 0
     rx_9_pkts: 0
     rx_9_bytes: 0
     rx_9_dma_map_err: 0
     rx_9_alloc_err: 0
     rx_9_csum_error: 0
     rx_9_hwstamp_valid: 0
     rx_9_hwstamp_invalid: 0
     rx_9_dropped: 0
     rx_9_cache_full: 0
     rx_9_cache_empty: 1023
     rx_9_cache_busy: 0
     rx_9_cache_get: 0
     rx_9_cache_put: 0
     rx_9_buf_exhausted: 0
     rx_9_buf_not_reusable: 0
     rx_9_buf_reused: 0
     rx_9_xdp_drop: 0
     rx_9_xdp_aborted: 0
     rx_9_xdp_pass: 0
     rx_9_xdp_tx: 0
     rx_9_xdp_redirect: 0
     rx_10_pkts: 231713
     rx_10_bytes: 30146778
     rx_10_dma_map_err: 0
     rx_10_alloc_err: 0
     rx_10_csum_error: 0
     rx_10_hwstamp_valid: 0
     rx_10_hwstamp_invalid: 0
     rx_10_dropped: 0
     rx_10_cache_full: 0
     rx_10_cache_empty: 1024
     rx_10_cache_busy: 0
     rx_10_cache_get: 0
     rx_10_cache_put: 0
     rx_10_buf_exhausted: 0
     rx_10_buf_not_reusable: 0
     rx_10_buf_reused: 0
     rx_10_xdp_drop: 0
     rx_10_xdp_aborted: 0
     rx_10_xdp_pass: 0
     rx_10_xdp_tx: 0
     rx_10_xdp_redirect: 0
     rx_11_pkts: 54423
     rx_11_bytes: 6240826
     rx_11_dma_map_err: 0
     rx_11_alloc_err: 0
     rx_11_csum_error: 0
     rx_11_hwstamp_valid: 0
     rx_11_hwstamp_invalid: 0
     rx_11_dropped: 0
     rx_11_cache_full: 0
     rx_11_cache_empty: 1024
     rx_11_cache_busy: 0
     rx_11_cache_get: 0
     rx_11_cache_put: 0
     rx_11_buf_exhausted: 0
     rx_11_buf_not_reusable: 0
     rx_11_buf_reused: 0
     rx_11_xdp_drop: 0
     rx_11_xdp_aborted: 0
     rx_11_xdp_pass: 0
     rx_11_xdp_tx: 0
     rx_11_xdp_redirect: 0
     rx_12_pkts: 0
     rx_12_bytes: 0
     rx_12_dma_map_err: 0
     rx_12_alloc_err: 0
     rx_12_csum_error: 0
     rx_12_hwstamp_valid: 0
     rx_12_hwstamp_invalid: 0
     rx_12_dropped: 0
     rx_12_cache_full: 0
     rx_12_cache_empty: 1023
     rx_12_cache_busy: 0
     rx_12_cache_get: 0
     rx_12_cache_put: 0
     rx_12_buf_exhausted: 0
     rx_12_buf_not_reusable: 0
     rx_12_buf_reused: 0
     rx_12_xdp_drop: 0
     rx_12_xdp_aborted: 0
     rx_12_xdp_pass: 0
     rx_12_xdp_tx: 0
     rx_12_xdp_redirect: 0
     rx_13_pkts: 110465
     rx_13_bytes: 7379062
     rx_13_dma_map_err: 0
     rx_13_alloc_err: 0
     rx_13_csum_error: 0
     rx_13_hwstamp_valid: 0
     rx_13_hwstamp_invalid: 0
     rx_13_dropped: 0
     rx_13_cache_full: 0
     rx_13_cache_empty: 1024
     rx_13_cache_busy: 0
     rx_13_cache_get: 0
     rx_13_cache_put: 0
     rx_13_buf_exhausted: 0
     rx_13_buf_not_reusable: 0
     rx_13_buf_reused: 0
     rx_13_xdp_drop: 0
     rx_13_xdp_aborted: 0
     rx_13_xdp_pass: 0
     rx_13_xdp_tx: 0
     rx_13_xdp_redirect: 0
     rx_14_pkts: 38793
     rx_14_bytes: 4175517
     rx_14_dma_map_err: 0
     rx_14_alloc_err: 0
     rx_14_csum_error: 0
     rx_14_hwstamp_valid: 0
     rx_14_hwstamp_invalid: 0
     rx_14_dropped: 0
     rx_14_cache_full: 0
     rx_14_cache_empty: 1024
     rx_14_cache_busy: 0
     rx_14_cache_get: 0
     rx_14_cache_put: 0
     rx_14_buf_exhausted: 0
     rx_14_buf_not_reusable: 0
     rx_14_buf_reused: 0
     rx_14_xdp_drop: 0
     rx_14_xdp_aborted: 0
     rx_14_xdp_pass: 0
     rx_14_xdp_tx: 0
     rx_14_xdp_redirect: 0
     rx_15_pkts: 3633
     rx_15_bytes: 312438
     rx_15_dma_map_err: 0
     rx_15_alloc_err: 0
     rx_15_csum_error: 0
     rx_15_hwstamp_valid: 0
     rx_15_hwstamp_invalid: 0
     rx_15_dropped: 0
     rx_15_cache_full: 0
     rx_15_cache_empty: 1024
     rx_15_cache_busy: 0
     rx_15_cache_get: 0
     rx_15_cache_put: 0
     rx_15_buf_exhausted: 0
     rx_15_buf_not_reusable: 0
     rx_15_buf_reused: 0
     rx_15_xdp_drop: 0
     rx_15_xdp_aborted: 0
     rx_15_xdp_pass: 0
     rx_15_xdp_tx: 0
     rx_15_xdp_redirect: 0
